Date,Market,Result,Pip,Trend,Price 13:00,Price 16:00,Open Price
01-07-2015,XAUUSD,Loss,-122,Uptrend,,,
01-09-2015,XAUUSD,Loss,-171,Uptrend,,,
01-13-2015,XAUUSD,Loss,-96,Uptrend,,,
01-13-2015,XAUUSD,Loss,-147,Uptrend,,,
01-15-2015,XAUUSD,Profit,78,Uptrend,,,
01-16-2015,XAUUSD,Profit,268,Uptrend,,,
01-23-2015,XAUUSD,Loss,-42,Uptrend,,,
01-28-2015,XAUUSD,Loss,-173,Uptrend,,,
01-28-2015,XAUUSD,Loss,-172,Uptrend,,,
02-09-2015,XAUUSD,Loss,-140,Uptrend,,,
02-16-2015,XAUUSD,Loss,-62,Uptrend,,,
02-16-2015,XAUUSD,Loss,-75,Uptrend,,,
02-16-2015,XAUUSD,Profit,77,Uptrend,,,
03-19-2015,XAUUSD,Loss,-38,Uptrend,,,
03-19-2015,XAUUSD,Loss,-191,Uptrend,,,
03-20-2015,XAUUSD,Profit,806,Uptrend,,,
03-20-2015,XAUUSD,Profit,158,Uptrend,,,
03-23-2015,XAUUSD,Loss,-118,Uptrend,,,
03-24-2015,XAUUSD,Profit,3,Uptrend,,,
03-26-2015,XAUUSD,Loss,-160,Uptrend,,,
03-27-2015,XAUUSD,Loss,-226,Uptrend,,,
03-27-2015,XAUUSD,Loss,-83,Uptrend,,,
04-02-2015,XAUUSD,Loss,-67,Uptrend,,,
04-02-2015,XAUUSD,Profit,73,Uptrend,,,
04-06-2015,XAUUSD,Loss,-121,Uptrend,,,
04-10-2015,XAUUSD,Loss,-134,Uptrend,,,
04-17-2015,XAUUSD,Profit,127,Uptrend,,,
04-21-2015,XAUUSD,Loss,-54,Uptrend,,,
04-22-2015,XAUUSD,Loss,-130,Uptrend,,,
04-27-2015,XAUUSD,Loss,-152,Uptrend,,,
04-27-2015,XAUUSD,Profit,1488,Uptrend,,,
04-29-2015,XAUUSD,Loss,-150,Uptrend,,,
05-04-2015,XAUUSD,Profit,53,Uptrend,,,
05-04-2015,XAUUSD,Profit,4,Uptrend,,,
05-05-2015,XAUUSD,Loss,-193,Uptrend,,,
05-05-2015,XAUUSD,Loss,-121,Uptrend,,,
05-12-2015,XAUUSD,Loss,-185,Uptrend,,,
05-13-2015,XAUUSD,Loss,-28,Uptrend,,,
05-18-2015,XAUUSD,Profit,151,Uptrend,,,
05-22-2015,XAUUSD,Loss,-140,Uptrend,,,
06-03-2015,XAUUSD,Loss,-189,Uptrend,,,
06-09-2015,XAUUSD,Loss,-99,Uptrend,,,
06-15-2015,XAUUSD,Profit,71,Uptrend,,,
06-15-2015,XAUUSD,Profit,539,Uptrend,,,
06-18-2015,XAUUSD,Profit,56,Uptrend,,,
06-19-2015,XAUUSD,Profit,120,Uptrend,,,
07-23-2015,XAUUSD,Loss,-46,Uptrend,,,
08-04-2015,XAUUSD,Loss,-117,Uptrend,,,
08-04-2015,XAUUSD,Loss,-40,Uptrend,,,
08-07-2015,XAUUSD,Profit,956,Uptrend,,,
08-12-2015,XAUUSD,Loss,-175,Uptrend,,,
08-17-2015,XAUUSD,Loss,-130,Uptrend,,,
08-17-2015,XAUUSD,Loss,-21,Uptrend,,,
08-18-2015,XAUUSD,Profit,262,Uptrend,,,
08-19-2015,XAUUSD,Profit,173,Uptrend,,,
09-02-2015,XAUUSD,Loss,-6,Uptrend,,,
09-08-2015,XAUUSD,Loss,-98,Uptrend,,,
09-17-2015,XAUUSD,Profit,9,Uptrend,,,
10-07-2015,XAUUSD,Loss,-219,Uptrend,,,
10-07-2015,XAUUSD,Profit,198,Uptrend,,,
10-09-2015,XAUUSD,Profit,346,Uptrend,,,
10-12-2015,XAUUSD,Loss,-233,Uptrend,,,
10-14-2015,XAUUSD,Profit,186,Uptrend,,,
10-15-2015,XAUUSD,Loss,-67,Uptrend,,,
10-15-2015,XAUUSD,Loss,-274,Uptrend,,,
10-21-2015,XAUUSD,Loss,-62,Uptrend,,,
10-26-2015,XAUUSD,Loss,-213,Uptrend,,,
10-26-2015,XAUUSD,Loss,-213,Uptrend,,,
10-27-2015,XAUUSD,Loss,0,Uptrend,,,
11-09-2015,XAUUSD,Loss,-55,Uptrend,,,
11-13-2015,XAUUSD,Loss,-397,Uptrend,,,
11-13-2015,XAUUSD,Loss,-45,Uptrend,,,
11-20-2015,XAUUSD,Loss,-1,Uptrend,,,
12-01-2015,XAUUSD,Loss,-117,Uptrend,,,
12-04-2015,XAUUSD,Profit,1609,Uptrend,,,
12-09-2015,XAUUSD,Loss,-170,Uptrend,,,
12-21-2015,XAUUSD,Profit,582,Uptrend,,,
12-22-2015,XAUUSD,Loss,-38,Uptrend,,,
12-22-2015,XAUUSD,Loss,-104,Uptrend,,,
01-04-2016,XAUUSD,Profit,443,Uptrend,,,
01-05-2016,XAUUSD,Loss,-232,Uptrend,,,
01-05-2016,XAUUSD,Loss,-160,Uptrend,,,
01-06-2016,XAUUSD,Profit,200,Uptrend,,,
01-21-2016,XAUUSD,Loss,-242,Uptrend,,,
01-25-2016,XAUUSD,Profit,82,Uptrend,,,
01-27-2016,XAUUSD,Loss,-111,Uptrend,,,
01-28-2016,XAUUSD,Loss,-21,Uptrend,,,
02-01-2016,XAUUSD,Profit,293,Uptrend,,,
02-02-2016,XAUUSD,Profit,129,Uptrend,,,
02-03-2016,XAUUSD,Loss,-185,Uptrend,,,
02-03-2016,XAUUSD,Profit,676,Uptrend,,,
02-04-2016,XAUUSD,Loss,-220,Uptrend,,,
02-08-2016,XAUUSD,Profit,482,Uptrend,,,
02-08-2016,XAUUSD,Profit,265,Uptrend,,,
02-09-2016,XAUUSD,Loss,-54,Uptrend,,,
02-09-2016,XAUUSD,Profit,148,Uptrend,,,
02-11-2016,XAUUSD,Loss,-225,Uptrend,,,
02-11-2016,XAUUSD,Profit,127,Uptrend,,,
02-11-2016,XAUUSD,Profit,1470,Uptrend,,,
02-16-2016,XAUUSD,Profit,240,Uptrend,,,
02-19-2016,XAUUSD,Loss,-156,Uptrend,,,
02-19-2016,XAUUSD,Profit,89,Uptrend,,,
02-23-2016,XAUUSD,Loss,-325,Uptrend,,,
02-24-2016,XAUUSD,Profit,1146,Uptrend,,,
02-29-2016,XAUUSD,Profit,215,Uptrend,,,
03-01-2016,XAUUSD,Loss,-116,Uptrend,,,
03-03-2016,XAUUSD,Loss,-163,Uptrend,,,
03-07-2016,XAUUSD,Loss,-278,Uptrend,,,
03-08-2016,XAUUSD,Loss,-192,Uptrend,,,
03-17-2016,XAUUSD,Loss,-324,Uptrend,,,
03-17-2016,XAUUSD,Loss,-200,Uptrend,,,
03-22-2016,XAUUSD,Loss,-109,Uptrend,,,
03-29-2016,XAUUSD,Profit,100,Uptrend,,,
03-31-2016,XAUUSD,Loss,-189,Uptrend,,,
03-31-2016,XAUUSD,Loss,-138,Uptrend,,,
04-07-2016,XAUUSD,Profit,69,Uptrend,,,
04-07-2016,XAUUSD,Loss,-174,Uptrend,,,
04-08-2016,XAUUSD,Profit,42,Uptrend,,,
04-11-2016,XAUUSD,Profit,165,Uptrend,,,
04-12-2016,XAUUSD,Loss,-226,Uptrend,,,
04-12-2016,XAUUSD,Profit,91,Uptrend,,,
04-19-2016,XAUUSD,Loss,-72,Uptrend,,,
04-20-2016,XAUUSD,Loss,-251,Uptrend,,,
04-21-2016,XAUUSD,Loss,-199,Uptrend,,,
04-27-2016,XAUUSD,Profit,94,Uptrend,,,
04-29-2016,XAUUSD,Profit,464,Uptrend,,,
05-02-2016,XAUUSD,Loss,-227,Uptrend,,,
05-03-2016,XAUUSD,Loss,-79,Uptrend,,,
05-11-2016,XAUUSD,Loss,-178,Uptrend,,,
05-13-2016,XAUUSD,Loss,-281,Uptrend,,,
05-13-2016,XAUUSD,Profit,29,Uptrend,,,
05-31-2016,XAUUSD,Profit,104,Uptrend,,,
06-06-2016,XAUUSD,Profit,106,Uptrend,,,
06-08-2016,XAUUSD,Profit,4,Uptrend,,,
06-09-2016,XAUUSD,Profit,90,Uptrend,,,
06-13-2016,XAUUSD,Loss,-338,Uptrend,,,
06-13-2016,XAUUSD,Profit,94,Uptrend,,,
06-29-2016,XAUUSD,Loss,-66,Uptrend,,,
07-01-2016,XAUUSD,Profit,94,Uptrend,,,
07-01-2016,XAUUSD,Loss,-163,Uptrend,,,
07-04-2016,XAUUSD,Loss,-161,Uptrend,,,
07-05-2016,XAUUSD,Profit,673,Uptrend,,,
07-06-2016,XAUUSD,Profit,30,Uptrend,,,
07-07-2016,XAUUSD,Profit,666,Uptrend,,,
07-19-2016,XAUUSD,Profit,76,Uptrend,,,
07-27-2016,XAUUSD,Loss,-48,Uptrend,,,
08-02-2016,XAUUSD,Profit,203,Uptrend,,,
08-04-2016,XAUUSD,Loss,-207,Uptrend,,,
08-04-2016,XAUUSD,Loss,-80,Uptrend,,,
08-10-2016,XAUUSD,Loss,-44,Uptrend,,,
08-18-2016,XAUUSD,Loss,-247,Uptrend,,,
08-23-2016,XAUUSD,Loss,-93,Uptrend,,,
08-26-2016,XAUUSD,Loss,-143,Uptrend,,,
09-05-2016,XAUUSD,Profit,95,Uptrend,,,
09-06-2016,XAUUSD,Loss,-136,Uptrend,,,
09-06-2016,XAUUSD,Profit,1145,Uptrend,,,
09-07-2016,XAUUSD,Loss,-100,Uptrend,,,
09-08-2016,XAUUSD,Loss,-178,Uptrend,,,
09-19-2016,XAUUSD,Loss,-13,Uptrend,,,
09-20-2016,XAUUSD,Loss,-72,Uptrend,,,
09-21-2016,XAUUSD,Profit,6,Uptrend,,,
09-23-2016,XAUUSD,Loss,-40,Uptrend,,,
09-23-2016,XAUUSD,Loss,-40,Uptrend,,,
09-30-2016,XAUUSD,Loss,-146,Uptrend,,,
10-03-2016,XAUUSD,Loss,-120,Uptrend,,,
10-13-2016,XAUUSD,Loss,-59,Uptrend,,,
10-18-2016,XAUUSD,Profit,255,Uptrend,,,
10-19-2016,XAUUSD,Profit,143,Uptrend,,,
10-25-2016,XAUUSD,Profit,250,Uptrend,,,
10-27-2016,XAUUSD,Profit,29,Uptrend,,,
11-01-2016,XAUUSD,Loss,-155,Uptrend,,,
11-02-2016,XAUUSD,Profit,221,Uptrend,,,
11-02-2016,XAUUSD,Profit,95,Uptrend,,,
11-09-2016,XAUUSD,Loss,-351,Uptrend,,,
11-17-2016,XAUUSD,Loss,-74,Uptrend,,,
11-21-2016,XAUUSD,Loss,-139,Uptrend,,,
11-22-2016,XAUUSD,Loss,-124,Uptrend,,,
11-28-2016,XAUUSD,Loss,-142,Uptrend,,,
11-28-2016,XAUUSD,Loss,-156,Uptrend,,,
11-28-2016,XAUUSD,Loss,-142,Uptrend,,,
12-07-2016,XAUUSD,Profit,394,Uptrend,,,
12-08-2016,XAUUSD,Loss,-132,Uptrend,,,
12-14-2016,XAUUSD,Loss,-11,Uptrend,,,
12-19-2016,XAUUSD,Loss,-132,Uptrend,,,
12-19-2016,XAUUSD,Loss,-109,Uptrend,,,
12-23-2016,XAUUSD,Profit,160,Uptrend,,,
12-27-2016,XAUUSD,Loss,-78,Uptrend,,,
12-28-2016,XAUUSD,Loss,-69,Uptrend,,,
12-29-2016,XAUUSD,Loss,-47,Uptrend,,,
12-29-2016,XAUUSD,Profit,952,Uptrend,,,
12-30-2016,XAUUSD,Profit,139,Uptrend,,,
01-10-2017,XAUUSD,Profit,479,Uptrend,,,
01-10-2017,XAUUSD,Loss,-178,Uptrend,,,
01-11-2017,XAUUSD,Profit,333,Uptrend,,,
01-17-2017,XAUUSD,Loss,-109,Uptrend,,,
01-17-2017,XAUUSD,Loss,-48,Uptrend,,,
01-23-2017,XAUUSD,Loss,-115,Uptrend,,,
01-31-2017,XAUUSD,Profit,696,Uptrend,,,
02-01-2017,XAUUSD,Loss,-67,Uptrend,,,
02-01-2017,XAUUSD,Profit,247,Uptrend,,,
02-02-2017,XAUUSD,Profit,39,Uptrend,,,
02-06-2017,XAUUSD,Profit,2,Uptrend,,,
02-07-2017,XAUUSD,Profit,71,Uptrend,,,
02-08-2017,XAUUSD,Profit,218,Uptrend,,,
02-09-2017,XAUUSD,Profit,152,Uptrend,,,
02-16-2017,XAUUSD,Loss,-117,Uptrend,,,
02-16-2017,XAUUSD,Loss,-46,Uptrend,,,
02-17-2017,XAUUSD,Loss,-70,Uptrend,,,
02-17-2017,XAUUSD,Loss,-159,Uptrend,,,
02-20-2017,XAUUSD,Loss,-18,Uptrend,,,
02-23-2017,XAUUSD,Loss,-79,Uptrend,,,
02-23-2017,XAUUSD,Profit,17,Uptrend,,,
02-24-2017,XAUUSD,Loss,-6,Uptrend,,,
02-24-2017,XAUUSD,Profit,32,Uptrend,,,
03-14-2017,XAUUSD,Profit,157,Uptrend,,,
03-16-2017,XAUUSD,Loss,-106,Uptrend,,,
03-16-2017,XAUUSD,Loss,-138,Uptrend,,,
03-16-2017,XAUUSD,Loss,0,Uptrend,,,
03-17-2017,XAUUSD,Loss,-86,Uptrend,,,
03-17-2017,XAUUSD,Loss,-38,Uptrend,,,
03-20-2017,XAUUSD,Profit,76,Uptrend,,,
03-21-2017,XAUUSD,Profit,401,Uptrend,,,
03-22-2017,XAUUSD,Loss,-5,Uptrend,,,
03-23-2017,XAUUSD,Loss,-122,Uptrend,,,
03-23-2017,XAUUSD,Loss,-166,Uptrend,,,
03-23-2017,XAUUSD,Loss,-137,Uptrend,,,
03-24-2017,XAUUSD,Profit,124,Uptrend,,,
03-27-2017,XAUUSD,Loss,-87,Uptrend,,,
03-28-2017,XAUUSD,Loss,-107,Uptrend,,,
03-28-2017,XAUUSD,Loss,-77,Uptrend,,,
03-28-2017,XAUUSD,Loss,-110,Uptrend,,,
03-29-2017,XAUUSD,Loss,-98,Uptrend,,,
03-29-2017,XAUUSD,Loss,-90,Uptrend,,,
04-04-2017,XAUUSD,Loss,-72,Uptrend,,,
04-04-2017,XAUUSD,Loss,-88,Uptrend,,,
04-07-2017,XAUUSD,Profit,3,Uptrend,,,
04-07-2017,XAUUSD,Loss,-77,Uptrend,,,
04-12-2017,XAUUSD,Loss,-160,Uptrend,,,
04-12-2017,XAUUSD,Loss,-120,Uptrend,,,
04-13-2017,XAUUSD,Profit,43,Uptrend,,,
04-21-2017,XAUUSD,Loss,-86,Uptrend,,,
04-21-2017,XAUUSD,Profit,184,Uptrend,,,
04-28-2017,XAUUSD,Loss,-38,Uptrend,,,
05-12-2017,XAUUSD,Loss,-93,Uptrend,,,
05-15-2017,XAUUSD,Loss,-38,Uptrend,,,
05-16-2017,XAUUSD,Profit,188,Uptrend,,,
05-19-2017,XAUUSD,Loss,-16,Uptrend,,,
05-25-2017,XAUUSD,Profit,62,Uptrend,,,
05-29-2017,XAUUSD,Loss,-23,Uptrend,,,
05-31-2017,XAUUSD,Profit,88,Uptrend,,,
06-01-2017,XAUUSD,Loss,-20,Uptrend,,,
06-01-2017,XAUUSD,Loss,-117,Uptrend,,,
06-05-2017,XAUUSD,Loss,-72,Uptrend,,,
06-06-2017,XAUUSD,Profit,128,Uptrend,,,
06-07-2017,XAUUSD,Profit,77,Uptrend,,,
06-12-2017,XAUUSD,Loss,-3,Uptrend,,,
06-12-2017,XAUUSD,Loss,-143,Uptrend,,,
06-12-2017,XAUUSD,Profit,6,Uptrend,,,
06-23-2017,XAUUSD,Loss,-37,Uptrend,,,
07-10-2017,XAUUSD,Profit,74,Uptrend,,,
07-12-2017,XAUUSD,Loss,-47,Uptrend,,,
07-13-2017,XAUUSD,Loss,-93,Uptrend,,,
07-17-2017,XAUUSD,Loss,-62,Uptrend,,,
07-17-2017,XAUUSD,Loss,-134,Uptrend,,,
07-18-2017,XAUUSD,Profit,18,Uptrend,,,
07-19-2017,XAUUSD,Profit,3,Uptrend,,,
07-21-2017,XAUUSD,Loss,-41,Uptrend,,,
07-24-2017,XAUUSD,Profit,0,Uptrend,,,
07-24-2017,XAUUSD,Loss,-21,Uptrend,,,
07-28-2017,XAUUSD,Profit,402,Uptrend,,,
08-03-2017,XAUUSD,Loss,-59,Uptrend,,,
08-04-2017,XAUUSD,Loss,-89,Uptrend,,,
08-09-2017,XAUUSD,Profit,10,Uptrend,,,
08-17-2017,XAUUSD,Loss,-138,Uptrend,,,
08-17-2017,XAUUSD,Loss,-71,Uptrend,,,
08-17-2017,XAUUSD,Profit,49,Uptrend,,,
08-18-2017,XAUUSD,Loss,-165,Uptrend,,,
08-21-2017,XAUUSD,Loss,-152,Uptrend,,,
08-23-2017,XAUUSD,Loss,-101,Uptrend,,,
08-30-2017,XAUUSD,Loss,-102,Uptrend,,,
09-01-2017,XAUUSD,Profit,69,Uptrend,,,
09-04-2017,XAUUSD,Loss,-112,Uptrend,,,
09-06-2017,XAUUSD,Profit,19,Uptrend,,,
09-20-2017,XAUUSD,Loss,-88,Uptrend,,,
09-20-2017,XAUUSD,Profit,45,Uptrend,,,
10-04-2017,XAUUSD,Loss,-13,Uptrend,,,
10-05-2017,XAUUSD,Loss,-164,Uptrend,,,
10-09-2017,XAUUSD,Profit,13,Uptrend,,,
10-09-2017,XAUUSD,Loss,-20,Uptrend,,,
10-11-2017,XAUUSD,Loss,-93,Uptrend,,,
10-12-2017,XAUUSD,Loss,-68,Uptrend,,,
10-12-2017,XAUUSD,Profit,43,Uptrend,,,
10-16-2017,XAUUSD,Loss,-74,Uptrend,,,
10-19-2017,XAUUSD,Loss,-70,Uptrend,,,
11-09-2017,XAUUSD,Loss,-134,Uptrend,,,
11-09-2017,XAUUSD,Loss,-103,Uptrend,,,
11-15-2017,XAUUSD,Loss,-197,Uptrend,,,
11-17-2017,XAUUSD,Loss,-69,Uptrend,,,
11-17-2017,XAUUSD,Profit,798,Uptrend,,,
11-28-2017,XAUUSD,Loss,-79,Uptrend,,,
11-28-2017,XAUUSD,Loss,-77,Uptrend,,,
12-11-2017,XAUUSD,Loss,-132,Uptrend,,,
12-14-2017,XAUUSD,Loss,-99,Uptrend,,,
12-18-2017,XAUUSD,Profit,361,Uptrend,,,
12-19-2017,XAUUSD,Loss,-116,Uptrend,,,
12-20-2017,XAUUSD,Loss,-68,Uptrend,,,
12-21-2017,XAUUSD,Loss,-16,Uptrend,,,
12-21-2017,XAUUSD,Loss,-76,Uptrend,,,
12-27-2017,XAUUSD,Loss,-54,Uptrend,,,
12-28-2017,XAUUSD,Loss,-20,Uptrend,,,
12-28-2017,XAUUSD,Profit,78,Uptrend,,,
12-29-2017,XAUUSD,Profit,179,Uptrend,,,
12-29-2017,XAUUSD,Profit,168,Uptrend,,,
12-29-2017,XAUUSD,Loss,-41,Uptrend,,,
01-02-2018,XAUUSD,Profit,28,Uptrend,,,
01-03-2018,XAUUSD,Loss,-63,Uptrend,,,
01-05-2018,XAUUSD,Loss,-120,Uptrend,,,
01-05-2018,XAUUSD,Loss,-277,Uptrend,,,
01-05-2018,XAUUSD,Loss,-67,Uptrend,,,
01-08-2018,XAUUSD,Loss,-39,Uptrend,,,
01-08-2018,XAUUSD,Loss,-129,Uptrend,,,
01-10-2018,XAUUSD,Loss,-138,Uptrend,,,
01-10-2018,XAUUSD,Loss,-100,Uptrend,,,
01-10-2018,XAUUSD,Loss,-131,Uptrend,,,
01-12-2018,XAUUSD,Loss,-182,Uptrend,,,
01-12-2018,XAUUSD,Profit,166,Uptrend,,,
01-19-2018,XAUUSD,Loss,-131,Uptrend,,,
01-22-2018,XAUUSD,Profit,83,Uptrend,,,
01-23-2018,XAUUSD,Loss,-100,Uptrend,,,
01-23-2018,XAUUSD,Profit,328,Uptrend,,,
01-24-2018,XAUUSD,Loss,-80,Uptrend,,,
01-25-2018,XAUUSD,Loss,-95,Uptrend,,,
01-25-2018,XAUUSD,Profit,546,Uptrend,,,
02-12-2018,XAUUSD,Loss,-17,Uptrend,,,
02-13-2018,XAUUSD,Profit,242,Uptrend,,,
02-14-2018,XAUUSD,Profit,1813,Uptrend,,,
02-15-2018,XAUUSD,Loss,-105,Uptrend,,,
02-15-2018,XAUUSD,Loss,-40,Uptrend,,,
02-16-2018,XAUUSD,Loss,-112,Uptrend,,,
02-19-2018,XAUUSD,Loss,-126,Uptrend,,,
02-23-2018,XAUUSD,Loss,-56,Uptrend,,,
02-23-2018,XAUUSD,Loss,-83,Uptrend,,,
02-26-2018,XAUUSD,Loss,-150,Uptrend,,,
03-02-2018,XAUUSD,Profit,43,Uptrend,,,
03-05-2018,XAUUSD,Loss,-49,Uptrend,,,
03-06-2018,XAUUSD,Profit,427,Uptrend,,,
03-07-2018,XAUUSD,Loss,-126,Uptrend,,,
03-07-2018,XAUUSD,Loss,-193,Uptrend,,,
03-14-2018,XAUUSD,Loss,-138,Uptrend,,,
03-16-2018,XAUUSD,Profit,146,Uptrend,,,
03-21-2018,XAUUSD,Loss,-3,Uptrend,,,
03-22-2018,XAUUSD,Loss,-233,Uptrend,,,
03-22-2018,XAUUSD,Loss,-65,Uptrend,,,
04-02-2018,XAUUSD,Profit,201,Uptrend,,,
04-02-2018,XAUUSD,Loss,-7,Uptrend,,,
04-03-2018,XAUUSD,Loss,-70,Uptrend,,,
04-10-2018,XAUUSD,Profit,80,Uptrend,,,
04-11-2018,XAUUSD,Profit,744,Uptrend,,,
04-18-2018,XAUUSD,Loss,-150,Uptrend,,,
04-18-2018,XAUUSD,Loss,-120,Uptrend,,,
05-04-2018,XAUUSD,Loss,-84,Uptrend,,,
05-11-2018,XAUUSD,Loss,-47,Uptrend,,,
05-25-2018,XAUUSD,Loss,-18,Uptrend,,,
06-22-2018,XAUUSD,Loss,-26,Uptrend,,,
06-22-2018,XAUUSD,Loss,-61,Uptrend,,,
07-03-2018,XAUUSD,Loss,-49,Uptrend,,,
07-03-2018,XAUUSD,Loss,-67,Uptrend,,,
07-04-2018,XAUUSD,Profit,19,Uptrend,,,
07-04-2018,XAUUSD,Loss,-62,Uptrend,,,
07-09-2018,XAUUSD,Loss,-75,Uptrend,,,
07-16-2018,XAUUSD,Loss,-90,Uptrend,,,
07-20-2018,XAUUSD,Loss,-86,Uptrend,,,
07-20-2018,XAUUSD,Loss,-10,Uptrend,,,
07-23-2018,XAUUSD,Loss,-140,Uptrend,,,
07-23-2018,XAUUSD,Loss,-100,Uptrend,,,
07-24-2018,XAUUSD,Profit,153,Uptrend,,,
07-25-2018,XAUUSD,Loss,-116,Uptrend,,,
08-07-2018,XAUUSD,Profit,90,Uptrend,,,
08-09-2018,XAUUSD,Loss,-22,Uptrend,,,
08-10-2018,XAUUSD,Profit,130,Uptrend,,,
08-21-2018,XAUUSD,Loss,-50,Uptrend,,,
08-28-2018,XAUUSD,Loss,-29,Uptrend,,,
09-06-2018,XAUUSD,Profit,42,Uptrend,,,
09-06-2018,XAUUSD,Loss,-103,Uptrend,,,
09-07-2018,XAUUSD,Loss,-54,Uptrend,,,
09-07-2018,XAUUSD,Loss,-138,Uptrend,,,
09-14-2018,XAUUSD,Loss,-113,Uptrend,,,
09-17-2018,XAUUSD,Loss,-96,Uptrend,,,
09-18-2018,XAUUSD,Loss,-155,Uptrend,,,
09-18-2018,XAUUSD,Loss,-54,Uptrend,,,
09-18-2018,XAUUSD,Loss,-86,Uptrend,,,
09-19-2018,XAUUSD,Loss,-142,Uptrend,,,
09-24-2018,XAUUSD,Profit,216,Uptrend,,,
09-25-2018,XAUUSD,Loss,-121,Uptrend,,,
10-02-2018,XAUUSD,Loss,-139,Uptrend,,,
10-03-2018,XAUUSD,Loss,-140,Uptrend,,,
10-04-2018,XAUUSD,Loss,-186,Uptrend,,,
10-04-2018,XAUUSD,Loss,-1,Uptrend,,,
10-05-2018,XAUUSD,Loss,-92,Uptrend,,,
10-11-2018,XAUUSD,Loss,-118,Uptrend,,,
10-11-2018,XAUUSD,Profit,695,Uptrend,,,
10-11-2018,XAUUSD,Loss,-52,Uptrend,,,
10-12-2018,XAUUSD,Profit,26,Uptrend,,,
10-15-2018,XAUUSD,Loss,-99,Uptrend,,,
10-16-2018,XAUUSD,Loss,-103,Uptrend,,,
10-18-2018,XAUUSD,Profit,352,Uptrend,,,
10-23-2018,XAUUSD,Loss,-117,Uptrend,,,
10-26-2018,XAUUSD,Loss,-99,Uptrend,,,
11-01-2018,XAUUSD,Profit,194,Uptrend,,,
11-02-2018,XAUUSD,Loss,-63,Uptrend,,,
11-07-2018,XAUUSD,Loss,-91,Uptrend,,,
11-16-2018,XAUUSD,Profit,647,Uptrend,,,
11-19-2018,XAUUSD,Loss,-63,Uptrend,,,
11-20-2018,XAUUSD,Profit,43,Uptrend,,,
11-21-2018,XAUUSD,Loss,-84,Uptrend,,,
11-22-2018,XAUUSD,Profit,10,Uptrend,,,
11-27-2018,XAUUSD,Loss,-46,Uptrend,,,
11-27-2018,XAUUSD,Loss,-137,Uptrend,,,
11-29-2018,XAUUSD,Loss,-200,Uptrend,,,
12-03-2018,XAUUSD,Loss,-121,Uptrend,,,
12-04-2018,XAUUSD,Loss,-75,Uptrend,,,
12-04-2018,XAUUSD,Profit,19,Uptrend,,,
12-05-2018,XAUUSD,Loss,-86,Uptrend,,,
